Provider Number,Hospital Name,Address,City,State,Zip Code,County Name,Unweighted Normalized Clinical Process of Care Domain Score,Weighted Clinical Process of Care Domain Score,Unweighted Patient Experience of Care Domain Score,Weighted Patient Experience of Care Domain Score,Unweighted Normalized Outcome Domain Score,Weighted Outcome Domain Score,Unweighted Normalized Efficiency Domain Score,Weighted Efficiency Domain Score,Total Performance Score
"040078","NATIONAL PARK MEDICAL CENTER","1910 MALVERN AVENUE","Hot Springs","AR","71901","GARLAND","30.000000000000","03.000000000000","27.000000000000","06.750000000000","27.142857142857","10.857142857143","00.000000000000","00.000000000000","20.607142857143"
"050030","OROVILLE HOSPITAL","2767 OLIVE HIGHWAY","Oroville","CA","95966","BUTTE","27.142857142857","02.714285714286","18.000000000000","04.500000000000","83.333333333333","33.333333333333","100.000000000000","25.000000000000","65.547619047619"
"160147","GRINNELL REGIONAL MEDICAL CENTER","210 FOURTH AVENUE","Grinnell","IA","50112","POWESHIEK","88.333333333333","08.833333333333","72.000000000000","18.000000000000","30.000000000000","12.000000000000","80.000000000000","20.000000000000","58.833333333333"
"140167","IROQUOIS MEMORIAL HOSPITAL","200 FAIRMAN STREET","Watseka","IL","60970","IROQUOIS","38.571428571429","03.857142857143","49.000000000000","12.250000000000","86.666666666667","34.666666666667","40.000000000000","10.000000000000","60.773809523810"
"140200","ELMHURST MEMORIAL HOSPITAL","155 EAST BRUSH HILL ROAD","Elmhurst","IL","60126","DU PAGE","44.285714285714","04.428571428571","40.000000000000","10.000000000000","91.428571428571","36.571428571429","00.000000000000","00.000000000000","51.000000000000"
"140202","ADVOCATE CONDELL MEDICAL CENTER","801 S MILWAUKEE AVE","Libertyville","IL","60048","LAKE","85.714285714286","08.571428571429","36.000000000000","09.000000000000","75.714285714286","30.285714285714","00.000000000000","00.000000000000","47.857142857143"
"140250","ADVOCATE SOUTH SUBURBAN HOSPITAL","17800 S KEDZIE AVE","Hazel Crest","IL","60429","COOK","75.714285714286","07.571428571429","22.000000000000","05.500000000000","61.428571428571","24.571428571429","00.000000000000","00.000000000000","37.642857142857"
"150015","FRANCISCAN ST ANTHONY HEALTH - MICHIGAN CITY","301 W HOMER ST","Michigan City","IN","46360","LA PORTE","58.571428571429","05.857142857143","25.000000000000","06.250000000000","52.857142857143","21.142857142857","00.000000000000","00.000000000000","33.250000000000"
"150037","HANCOCK REGIONAL HOSPITAL","801 N STATE ST","Greenfield","IN","46140","HANCOCK","90.000000000000","09.000000000000","51.000000000000","12.750000000000","46.000000000000","18.400000000000","00.000000000000","00.000000000000","40.150000000000"
"150048","REID HEALTH","1100 REID PKWY","Richmond","IN","47374","WAYNE","62.857142857143","06.285714285714","37.000000000000","09.250000000000","70.000000000000","28.000000000000","00.000000000000","00.000000000000","43.535714285714"
"010012","DEKALB REGIONAL MEDICAL CENTER","200 MED CENTER DRIVE","Fort Payne","AL","35968","DE KALB","57.142857142857","05.714285714286","51.000000000000","12.750000000000","26.000000000000","10.400000000000","00.000000000000","00.000000000000","28.864285714286"
"010035","CULLMAN REGIONAL MEDICAL CENTER","1912 ALABAMA HIGHWAY 157","Cullman","AL","35058","CULLMAN","92.857142857143","09.285714285714","51.000000000000","12.750000000000","57.142857142857","22.857142857143","20.000000000000","05.000000000000","49.892857142857"
"010044","MARION REGIONAL MEDICAL CENTER","1256 MILITARY STREET SOUTH","Hamilton","AL","35570","MARION","100.000000000000","13.333333333333","Not Available","Not Available","55.000000000000","29.333333333333","60.000000000000","20.000000000000","62.666666666667"
"010061","HIGHLANDS MEDICAL CENTER","380 WOODS COVE ROAD","Scottsboro","AL","35768","JACKSON","24.285714285714","02.428571428571","46.000000000000","11.500000000000","75.000000000000","30.000000000000","30.000000000000","07.500000000000","51.428571428571"
"010089","WALKER BAPTIST MEDICAL CENTER","3400 HIGHWAY 78 EAST","Jasper","AL","35502","WALKER","100.000000000000","10.000000000000","35.000000000000","08.750000000000","45.000000000000","18.000000000000","00.000000000000","00.000000000000","36.750000000000"
"010097","ELMORE COMMUNITY HOSPITAL","500 HOSPITAL DRIVE","Wetumpka","AL","36092","ELMORE","Not Available","Not Available","74.000000000000","20.555555555556","40.000000000000","17.777777777778","00.000000000000","00.000000000000","38.333333333333"
"010157","SHOALS HOSPITAL","201 WEST AVALON AVENUE","Muscle Shoals","AL","35661","COLBERT","45.714285714286","04.571428571429","44.000000000000","11.000000000000","50.000000000000","20.000000000000","10.000000000000","02.500000000000","38.071428571429"
"020012","FAIRBANKS MEMORIAL HOSPITAL","1650 COWLES STREET","Fairbanks","AK","99701","FAIRBANKS","48.571428571429","04.857142857143","55.000000000000","13.750000000000","36.000000000000","14.400000000000","100.000000000000","25.000000000000","58.007142857143"
"030007","VERDE VALLEY MEDICAL CENTER","269 SOUTH CANDY LANE","Cottonwood","AZ","86326","YAVAPAI","62.857142857143","06.285714285714","50.000000000000","12.500000000000","71.428571428571","28.571428571429","30.000000000000","07.500000000000","54.857142857143"
"030083","ABRAZO SCOTTSDALE CAMPUS","3929 EAST BELL ROAD","Phoenix","AZ","85032","MARICOPA","44.285714285714","04.428571428571","13.000000000000","03.250000000000","62.857142857143","25.142857142857","30.000000000000","07.500000000000","40.321428571429"
"040001","SILOAM SPRINGS REGIONAL HOSPITAL","603 NORTH PROGRESS AVENUE","Siloam Springs","AR","72761","BENTON","67.142857142857","06.714285714286","36.000000000000","09.000000000000","30.000000000000","12.000000000000","00.000000000000","00.000000000000","27.714285714286"
"050069","ST JOSEPH HOSPITAL","1100 WEST STEWART DR","Orange","CA","92868","ORANGE","74.285714285714","07.428571428571","50.000000000000","12.500000000000","41.428571428571","16.571428571429","00.000000000000","00.000000000000","36.500000000000"
"050093","SAINT AGNES MEDICAL CENTER","1303 E HERNDON AVE","Fresno","CA","93720","FRESNO","41.428571428571","04.142857142857","22.000000000000","05.500000000000","31.428571428571","12.571428571429","00.000000000000","00.000000000000","22.214285714286"
"050104","SAINT FRANCIS MEDICAL CENTER","3630 EAST IMPERIAL HIGHWAY","Lynwood","CA","90262","LOS ANGELES","65.714285714286","06.571428571429","11.000000000000","02.750000000000","44.285714285714","17.714285714286","00.000000000000","00.000000000000","27.035714285714"
"050115","PALOMAR HEALTH DOWNTOWN CAMPUS","555 E VALLEY PARKWAY","Escondido","CA","92025","SAN DIEGO","57.142857142857","05.714285714286","39.000000000000","09.750000000000","35.714285714286","14.285714285714","00.000000000000","00.000000000000","29.750000000000"
"050121","ADVENTIST MEDICAL CENTER","115 MALL DRIVE","Hanford","CA","93230","KINGS","18.571428571429","01.857142857143","12.000000000000","03.000000000000","24.285714285714","09.714285714286","50.000000000000","12.500000000000","27.071428571429"
"050126","VALLEY PRESBYTERIAN HOSPITAL","15107 VANOWEN ST","Van Nuys","CA","91405","LOS ANGELES","20.000000000000","02.000000000000","34.000000000000","08.500000000000","60.000000000000","24.000000000000","00.000000000000","00.000000000000","34.500000000000"
"050180","JOHN MUIR MEDICAL CENTER - WALNUT CREEK CAMPUS","1601 YGNACIO VALLEY RD","Walnut Creek","CA","94598","CONTRA COSTA","30.000000000000","03.000000000000","43.000000000000","10.750000000000","31.428571428571","12.571428571429","20.000000000000","05.000000000000","31.321428571429"
"050192","ADVENTIST MEDICAL CENTER - REEDLEY","372 W CYPRESS AVE","Reedley","CA","93654","FRESNO","22.000000000000","02.200000000000","11.000000000000","02.750000000000","30.000000000000","12.000000000000","70.000000000000","17.500000000000","34.450000000000"
"050222","SHARP CHULA VISTA MEDICAL CENTER","751 MEDICAL CENTER COURT","Chula Vista","CA","91911","SAN DIEGO","62.857142857143","06.285714285714","33.000000000000","08.250000000000","58.571428571429","23.428571428571","10.000000000000","02.500000000000","40.464285714286"
"050230","GARDEN GROVE HOSPITAL & MEDICAL CENTER","12601 GARDEN GROVE BLVD","Garden Grove","CA","92843","ORANGE","75.714285714286","07.571428571429","08.000000000000","02.000000000000","61.666666666667","24.666666666667","10.000000000000","02.500000000000","36.738095238095"
"050235","PROVIDENCE SAINT JOSEPH MEDICAL CTR","501 SOUTH BUENA VISTA","Torrance","CA","90504","LOS ANGELES","62.857142857143","06.285714285714","24.000000000000","06.000000000000","40.000000000000","16.000000000000","00.000000000000","00.000000000000","28.285714285714"
"050238","METHODIST HOSPITAL OF SOUTHERN CA","300 W HUNTINGTON DR","Arcadia","CA","91006","LOS ANGELES","74.285714285714","07.428571428571","30.000000000000","07.500000000000","71.428571428571","28.571428571429","00.000000000000","00.000000000000","43.500000000000"
"050257","GOOD SAMARITAN HOSPITAL","901 OLIVE DRIVE","Bakersfield","CA","93308","KERN","Not Available","Not Available","23.000000000000","11.500000000000","Not Available","Not Available","60.000000000000","30.000000000000","41.500000000000"
"050327","LOMA LINDA UNIVERSITY MEDICAL CENTER","11234 ANDERSON ST","Loma Linda","CA","92354","SAN BERNARDINO","40.000000000000","04.000000000000","19.000000000000","04.750000000000","37.142857142857","14.857142857143","10.000000000000","02.500000000000","26.107142857143"
"050335","SONORA REGIONAL MEDICAL CENTER","1000 GREENLEY ROAD","Sonora","CA","95370","TUOLUMNE","64.285714285714","06.428571428571","25.000000000000","06.250000000000","40.000000000000","16.000000000000","90.000000000000","22.500000000000","51.178571428571"
"050417","SUTTER COAST HOSPITAL","800 E WASHINGTON BLVD","Crescent City","CA","95531","DEL NORTE","58.571428571429","05.857142857143","32.000000000000","08.000000000000","62.500000000000","25.000000000000","100.000000000000","25.000000000000","63.857142857143"
"050425","KAISER FOUNDATION HOSPITAL - SACRAMENTO","2025 MORSE AVENUE","Sacramento","CA","95825","SACRAMENTO","60.000000000000","06.000000000000","26.000000000000","06.500000000000","32.500000000000","13.000000000000","100.000000000000","25.000000000000","50.500000000000"
"050496","JOHN MUIR MEDICAL CENTER - CONCORD CAMPUS","2540 EAST ST","Concord","CA","94520","CONTRA COSTA","31.428571428571","03.142857142857","40.000000000000","10.000000000000","51.428571428571","20.571428571429","10.000000000000","02.500000000000","36.214285714286"
"050516","MERCY SAN JUAN MEDICAL CENTER","6501 COYLE AVE","Carmichael","CA","95608","SACRAMENTO","58.571428571429","05.857142857143","18.000000000000","04.500000000000","48.571428571429","19.428571428571","30.000000000000","07.500000000000","37.285714285714"
"050526","HUNTINGTON BEACH HOSPITAL","17772 BEACH BLVD","Huntington Beach","CA","92647","ORANGE","Not Available","Not Available","15.000000000000","04.166666666667","58.333333333333","25.925925925926","00.000000000000","00.000000000000","30.092592592593"
"050534","JOHN F KENNEDY MEMORIAL HOSPITAL","47111 MONROE STREET","Indio","CA","92201","RIVERSIDE","41.428571428571","04.142857142857","31.000000000000","07.750000000000","34.285714285714","13.714285714286","10.000000000000","02.500000000000","28.107142857143"
"060064","CENTURA HEALTH-PORTER ADVENTIST HOSPITAL","2525 S DOWNING ST","Denver","CO","80210","DENVER","45.714285714286","04.571428571429","39.000000000000","09.750000000000","65.714285714286","26.285714285714","20.000000000000","05.000000000000","45.607142857143"
"050690","KAISER FOUNDATION HOSPITAL-SANTA ROSA","401 BICENTENNIAL WAY","Santa Rosa","CA","95403","SONOMA","54.285714285714","05.428571428571","44.000000000000","11.000000000000","35.000000000000","14.000000000000","80.000000000000","20.000000000000","50.428571428571"
"050701","SOUTHWEST HEALTHCARE SYSTEM","25500 MEDICAL CENTER DRIVE","Murrieta","CA","92562","RIVERSIDE","35.714285714286","03.571428571429","13.000000000000","03.250000000000","65.714285714286","26.285714285714","00.000000000000","00.000000000000","33.107142857143"
"050708","FRESNO SURGICAL HOSPITAL","6125 NORTH FRESNO ST","Fresno","CA","93710","FRESNO","53.333333333333","08.888888888889","95.000000000000","39.583333333333","Not Available","Not Available","70.000000000000","29.166666666667","77.638888888889"
"050723","KAISER FOUNDATION HOSPITAL - BALDWIN PARK","1011 BALDWIN PARK BLVD","Baldwin Park","CA","91706","LOS ANGELES","68.571428571429","06.857142857143","44.000000000000","11.000000000000","40.000000000000","16.000000000000","100.000000000000","25.000000000000","58.857142857143"
"060015","CENTURA HEALTH-ST ANTHONY HOSPITAL","11600 WEST 2ND PLACE","Lakewood","CO","80228","JEFFERSON","72.857142857143","07.285714285714","32.000000000000","08.000000000000","60.000000000000","24.000000000000","00.000000000000","00.000000000000","39.285714285714"
"060022","UNIVERSITY COLO HEALTH MEMORIAL HOSPITAL CENTRAL","1400 E BOULDER ST","Colorado Springs","CO","80909","EL PASO","48.571428571429","04.857142857143","16.000000000000","04.000000000000","27.142857142857","10.857142857143","00.000000000000","00.000000000000","19.714285714286"
"430090","SIOUX FALLS SPECIALTY HOSPITAL LLP","910 EAST 20TH STREET","Sioux Falls","SD","57105","MINNEHAHA","65.000000000000","10.833333333333","99.000000000000","41.250000000000","Not Available","Not Available","60.000000000000","25.000000000000","77.083333333333"
"440001","UNICOI COUNTY MEMORIAL HOSPITAL","GREENWAY CIRCLE","Erwin","TN","37650","UNICOI","38.333333333333","03.833333333333","31.000000000000","07.750000000000","50.000000000000","20.000000000000","30.000000000000","07.500000000000","39.083333333333"
"440030","MORRISTOWN HAMBLEN HOSPITAL ASSOCIATION","908 W 4TH NORTH ST","Morristown","TN","37814","HAMBLEN","80.000000000000","08.000000000000","30.000000000000","07.500000000000","62.857142857143","25.142857142857","00.000000000000","00.000000000000","40.642857142857"
"440063","JOHNSON CITY MEDICAL CENTER","400 N STATE OF FRANKLIN RD","Johnson City","TN","37604","WASHINGTON","32.857142857143","03.285714285714","27.000000000000","06.750000000000","27.142857142857","10.857142857143","10.000000000000","02.500000000000","23.392857142857"
"440072","TENNOVA HEALTHCARE-DYERSBURG REGIONAL","400 TICKLE ST","Dyersburg","TN","38024","DYER","100.000000000000","10.000000000000","22.000000000000","05.500000000000","68.000000000000","27.200000000000","00.000000000000","00.000000000000","42.700000000000"
"440161","TRISTAR CENTENNIAL MEDICAL CENTER","2300 PATTERSON STREET","Nashville","TN","37203","DAVIDSON","50.000000000000","05.000000000000","46.000000000000","11.500000000000","38.571428571429","15.428571428571","00.000000000000","00.000000000000","31.928571428571"
"440175","SOUTHERN TENNESSEE REGIONAL HEALTH SYSTEM LAWRENCE","HWY 43 S BOX 847","Lawrenceburg","TN","38464","LAWRENCE","38.571428571429","03.857142857143","19.000000000000","04.750000000000","83.333333333333","33.333333333333","00.000000000000","00.000000000000","41.940476190476"
"070006","STAMFORD HOSPITAL","30 SHELBURNE ROAD","Stamford","CT","06904","FAIRFIELD","65.714285714286","06.571428571429","34.000000000000","08.500000000000","71.428571428571","28.571428571429","00.000000000000","00.000000000000","43.642857142857"
"070019","MILFORD HOSPITAL, INC","300 SEASIDE AVENUE","Milford","CT","06460","NEW HAVEN","48.571428571429","04.857142857143","68.000000000000","17.000000000000","60.000000000000","24.000000000000","00.000000000000","00.000000000000","45.857142857143"
"090005","SIBLEY MEMORIAL HOSPITAL","5255 LOUGHBORO RD NW","Washington","DC","20016","DISTRICT OF COLUMBIA","48.571428571429","04.857142857143","18.000000000000","04.500000000000","34.285714285714","13.714285714286","20.000000000000","05.000000000000","28.071428571429"
"100001","UF HEALTH JACKSONVILLE","655 W 8TH ST","Jacksonville","FL","32209","DUVAL","57.142857142857","05.714285714286","17.000000000000","04.250000000000","31.428571428571","12.571428571429","00.000000000000","00.000000000000","22.535714285714"
"100002","BETHESDA HOSPITAL EAST","2815 S SEACREST BLVD","Boynton Beach","FL","33435","PALM BEACH","27.142857142857","02.714285714286","18.000000000000","04.500000000000","50.000000000000","20.000000000000","00.000000000000","00.000000000000","27.214285714286"
"100022","JACKSON MEMORIAL HOSPITAL","1611 NW 12TH AVE","Miami","FL","33136","DADE","45.714285714286","04.571428571429","13.000000000000","03.250000000000","22.857142857143","09.142857142857","10.000000000000","02.500000000000","19.464285714286"
"100030","HEALTH CENTRAL","10000 W COLONIAL DR","Ocoee","FL","34761","ORANGE","88.571428571429","08.857142857143","25.000000000000","06.250000000000","47.142857142857","18.857142857143","10.000000000000","02.500000000000","36.464285714286"
"100038","MEMORIAL REGIONAL HOSPITAL","3501 JOHNSON ST","Hollywood","FL","33021","BROWARD","94.285714285714","09.428571428571","35.000000000000","08.750000000000","50.000000000000","20.000000000000","00.000000000000","00.000000000000","38.178571428571"
"100069","FLORIDA HOSPITAL CARROLLWOOD","7171 N DALE MABRY HWY","Tampa","FL","33614","HILLSBOROUGH","62.857142857143","06.285714285714","67.000000000000","16.750000000000","63.333333333333","25.333333333333","10.000000000000","02.500000000000","50.869047619048"
"100092","WUESTHOFF MEDICAL CENTER-ROCKLEDGE","110 LONGWOOD AVE","Rockledge","FL","32955","BREVARD","68.571428571429","06.857142857143","18.000000000000","04.500000000000","55.714285714286","22.285714285714","20.000000000000","05.000000000000","38.642857142857"
"100107","LEHIGH REGIONAL MEDICAL CENTER","1500 LEE BLVD","Lehigh Acres","FL","33936","LEE","52.857142857143","05.285714285714","32.000000000000","08.000000000000","55.000000000000","22.000000000000","00.000000000000","00.000000000000","35.285714285714"
"100137","HEART OF FLORIDA REGIONAL MEDICAL CENTER","40100 US HWY 27 N","Davenport","FL","33837","POLK","24.285714285714","02.428571428571","19.000000000000","04.750000000000","22.857142857143","09.142857142857","10.000000000000","02.500000000000","18.821428571429"
"100150","LOWER KEYS MEDICAL CENTER","5900 COLLEGE ROAD","Key West","FL","33040","MONROE","55.714285714286","05.571428571429","09.000000000000","02.250000000000","56.000000000000","22.400000000000","50.000000000000","12.500000000000","42.721428571429"
"100154","SOUTH MIAMI HOSPITAL","6200 SW 73RD ST","Miami","FL","33143","DADE","77.142857142857","07.714285714286","56.000000000000","14.000000000000","61.428571428571","24.571428571429","00.000000000000","00.000000000000","46.285714285714"
"100156","LAKE CITY MEDICAL CENTER","340 NW COMMERCE DR","Lake City","FL","32055","COLUMBIA","81.428571428571","08.142857142857","29.000000000000","07.250000000000","68.333333333333","27.333333333333","00.000000000000","00.000000000000","42.726190476190"
"100175","DESOTO MEMORIAL HOSPITAL","900 N ROBERT AVE","Arcadia","FL","34265","DE SOTO","56.000000000000","05.600000000000","29.000000000000","07.250000000000","77.500000000000","31.000000000000","10.000000000000","02.500000000000","46.350000000000"
"410007","RHODE ISLAND HOSPITAL","593 EDDY STREET","Providence","RI","02902","PROVIDENCE","61.428571428571","06.142857142857","26.000000000000","06.500000000000","50.000000000000","20.000000000000","00.000000000000","00.000000000000","32.642857142857"
"420005","MCLEOD MEDICAL CENTER - DILLON","301 E JACKSON STREET PO BOX 1327","Dillon","SC","29536","DILLON","65.714285714286","06.571428571429","64.000000000000","16.000000000000","55.000000000000","22.000000000000","60.000000000000","15.000000000000","59.571428571429"
"420009","GHS OCONEE MEMORIAL  HOSPITAL","298 MEMORIAL DRIVE","Seneca","SC","29672","OCONEE","60.000000000000","06.000000000000","36.000000000000","09.000000000000","25.000000000000","10.000000000000","00.000000000000","00.000000000000","25.000000000000"
"420019","CHESTER REGIONAL MEDICAL CENTER","1 MEDICAL PARK DRIVE","Chester","SC","29706","CHESTER","80.000000000000","08.000000000000","27.000000000000","06.750000000000","36.666666666667","14.666666666667","10.000000000000","02.500000000000","31.916666666667"
"420027","ANMED HEALTH","800 N FANT ST","Anderson","SC","29621","ANDERSON","85.714285714286","08.571428571429","40.000000000000","10.000000000000","44.285714285714","17.714285714286","10.000000000000","02.500000000000","38.785714285714"
"420069","CLARENDON MEMORIAL HOSPITAL","10 HOSPITAL ST BOX 550","Manning","SC","29102","CLARENDON","65.714285714286","06.571428571429","41.000000000000","10.250000000000","62.500000000000","25.000000000000","100.000000000000","25.000000000000","66.821428571429"
"420085","GRAND STRAND REGIONAL MEDICAL CENTER","809 82ND PARKWAY","Myrtle Beach","SC","29572","HORRY","80.000000000000","08.000000000000","20.000000000000","05.000000000000","45.714285714286","18.285714285714","30.000000000000","07.500000000000","38.785714285714"
"420087","ROPER HOSPITAL","316 CALHOUN ST","Charleston","SC","29401","CHARLESTON","84.285714285714","08.428571428571","70.000000000000","17.500000000000","50.000000000000","20.000000000000","10.000000000000","02.500000000000","48.428571428571"
"430012","AVERA SACRED HEART HOSPITAL","501 SUMMIT ST","Yankton","SD","57078","YANKTON","80.000000000000","08.000000000000","58.000000000000","14.500000000000","67.500000000000","27.000000000000","40.000000000000","10.000000000000","59.500000000000"
"430016","AVERA MCKENNAN HOSPITAL & UNIVERSITY HEALTH CENTER","1325 S CLIFF AVE  POST OFFICE BOX 5045","Sioux Falls","SD","57117","MINNEHAHA","40.000000000000","04.000000000000","38.000000000000","09.500000000000","41.428571428571","16.571428571429","20.000000000000","05.000000000000","35.071428571429"
"440183","ST FRANCIS HOSPITAL","5959 PARK AVE","Memphis","TN","38119","SHELBY","54.285714285714","05.428571428571","24.000000000000","06.000000000000","50.000000000000","20.000000000000","00.000000000000","00.000000000000","31.428571428571"
"440197","TRISTAR SOUTHERN HILLS MEDICAL CENTER","391 WALLACE RD","Nashville","TN","37211","DAVIDSON","75.714285714286","07.571428571429","20.000000000000","05.000000000000","47.142857142857","18.857142857143","00.000000000000","00.000000000000","31.428571428571"
"450002","PROVIDENCE MEMORIAL HOSPITAL","2001 N OREGON ST","El Paso","TX","79902","EL PASO","52.857142857143","05.285714285714","18.000000000000","04.500000000000","40.000000000000","16.000000000000","00.000000000000","00.000000000000","25.785714285714"
"450010","UNITED REGIONAL HEALTH CARE SYSTEM","1600 11TH STREET","Wichita Falls","TX","76301","WICHITA","64.285714285714","06.428571428571","38.000000000000","09.500000000000","58.571428571429","23.428571428571","00.000000000000","00.000000000000","39.357142857143"
"450011","ST JOSEPH REGIONAL HEALTH CENTER","2801 FRANCISCAN DR","Bryan","TX","77802","BRAZOS","70.000000000000","07.000000000000","46.000000000000","11.500000000000","58.571428571429","23.428571428571","00.000000000000","00.000000000000","41.928571428571"
"450037","GOOD SHEPHERD MEDICAL CENTER","700 EAST MARSHALL AVENUE","Longview","TX","75601","GREGG","60.000000000000","06.000000000000","38.000000000000","09.500000000000","40.000000000000","16.000000000000","00.000000000000","00.000000000000","31.500000000000"
"450044","UT SOUTHWESTERN UNIVERSITY HOSPITAL ST PAUL","6201 HARRY HINES BLVD","Dallas","TX","75390","DALLAS","77.142857142857","07.714285714286","44.000000000000","11.000000000000","54.285714285714","21.714285714286","00.000000000000","00.000000000000","40.428571428571"
"450056","SETON MEDICAL CENTER AUSTIN","1201 W 38TH ST","Austin","TX","78705","TRAVIS","31.428571428571","03.142857142857","17.000000000000","04.250000000000","38.571428571429","15.428571428571","00.000000000000","00.000000000000","22.821428571429"
"450085","GRAHAM REGIONAL MEDICAL CENTER","1301 MONTGOMERY ROAD","Graham","TX","76450","YOUNG","60.000000000000","06.000000000000","62.000000000000","15.500000000000","43.333333333333","17.333333333333","10.000000000000","02.500000000000","41.333333333333"
"450104","GUADALUPE REGIONAL MEDICAL CENTER","1215 E COURT ST","Seguin","TX","78155","GUADALUPE","35.714285714286","03.571428571429","37.000000000000","09.250000000000","30.000000000000","12.000000000000","00.000000000000","00.000000000000","24.821428571429"
"450108","CONNALLY MEMORIAL MEDICAL CENTER","499 10TH STREET","Floresville","TX","78114","WILSON","70.000000000000","07.000000000000","42.000000000000","10.500000000000","33.333333333333","13.333333333333","00.000000000000","00.000000000000","30.833333333333"
"450143","SETON SMITHVILLE REGIONAL HOSPITAL","800 EAST HIGHWAY 71","Smithville","TX","78957","BASTROP","Not Available","Not Available","Not Available","Not Available","70.000000000000","43.076923076923","60.000000000000","23.076923076923","66.153846153846"
"450177","UVALDE MEMORIAL HOSPITAL","1025 GARNER FIELD ROAD","Uvalde","TX","78801","UVALDE","65.000000000000","06.500000000000","68.000000000000","17.000000000000","77.500000000000","31.000000000000","30.000000000000","07.500000000000","62.000000000000"
"450672","PLAZA MEDICAL CENTER OF FORT WORTH","900 EIGHTH AVENUE","Fort Worth","TX","76104","TARRANT","70.000000000000","07.000000000000","23.000000000000","05.750000000000","41.428571428571","16.571428571429","00.000000000000","00.000000000000","29.321428571429"
"450677","TEXAS HEALTH HUGULEY HOSPITAL FORT WORTH SOUTH","11801 SOUTH FREEWAY","Fort Worth","TX","76115","JOHNSON","54.285714285714","05.428571428571","45.000000000000","11.250000000000","71.428571428571","28.571428571429","00.000000000000","00.000000000000","45.250000000000"
"450678","DOCTORS HOSPITAL","9440 POPPY DR","Dallas","TX","75218","DALLAS","45.714285714286","04.571428571429","28.000000000000","07.000000000000","41.428571428571","16.571428571429","00.000000000000","00.000000000000","28.142857142857"
"450716","CYPRESS FAIRBANKS MEDICAL CENTER","10655 STEEPLETOP DRIVE","Houston","TX","77065","HARRIS","44.285714285714","04.428571428571","13.000000000000","03.250000000000","58.571428571429","23.428571428571","00.000000000000","00.000000000000","31.107142857143"
"450754","HAMILTON GENERAL HOSPITAL","400 N BROWN, BUILDING 1","Hamilton","TX","76531","HAMILTON","Not Available","Not Available","70.000000000000","19.444444444444","43.333333333333","19.259259259259","00.000000000000","00.000000000000","38.703703703704"
"450766","UT SOUTHWESTERN UNIVERSITY HOSPITAL-ZALE LIPSHY","5151 HARRY HINES BLVD","Dallas","TX","75390","DALLAS","100.000000000000","10.000000000000","69.000000000000","17.250000000000","76.666666666667","30.666666666667","10.000000000000","02.500000000000","60.416666666667"
"450771","TEXAS HEALTH PRESBYTERIAN HOSPITAL PLANO","6200 W PARKER RD","Plano","TX","75093","COLLIN","57.142857142857","05.714285714286","60.000000000000","15.000000000000","20.000000000000","08.000000000000","00.000000000000","00.000000000000","28.714285714286"
"450775","KINGWOOD MEDICAL CENTER","22999 US HWY 59","Kingwood","TX","77339","HARRIS","37.142857142857","03.714285714286","14.000000000000","03.500000000000","58.571428571429","23.428571428571","00.000000000000","00.000000000000","30.642857142857"
"450822","LAS COLINAS MEDICAL CENTER","6800 N MACARTHUR BLVD","Irving","TX","75039","DALLAS","100.000000000000","10.000000000000","48.000000000000","12.000000000000","56.666666666667","22.666666666667","00.000000000000","00.000000000000","44.666666666667"
"450827","KELL WEST REGIONAL HOSPITAL","5402 KELL WEST BOULEVARD","Wichita Falls","TX","76310","WICHITA","40.000000000000","06.666666666667","27.000000000000","11.250000000000","Not Available","Not Available","20.000000000000","08.333333333333","26.250000000000"
"450831","SURGERY SPECIALTY HOSPITALS OF AMERICA SE HOUSTON","4301 B VISTA","Pasadena","TX","77504","HARRIS","100.000000000000","28.571428571429","Not Available","Not Available","Not Available","Not Available","00.000000000000","00.000000000000","28.571428571429"
"490111","WYTHE COUNTY COMMUNITY HOSPITAL","600 WEST RIDGE ROAD","Wytheville","VA","24382","WYTHE","81.428571428571","08.142857142857","54.000000000000","13.500000000000","60.000000000000","24.000000000000","10.000000000000","02.500000000000","48.142857142857"
"460004","MCKAY DEE HOSPITAL","4401 HARRISON BOULEVARD","Ogden","UT","84403","WEBER","72.857142857143","07.285714285714","41.000000000000","10.250000000000","15.714285714286","06.285714285714","20.000000000000","05.000000000000","28.821428571429"
"460007","CEDAR CITY HOSPITAL","1303 NORTH MAIN STREET","Cedar City","UT","84721","IRON","37.142857142857","03.714285714286","65.000000000000","16.250000000000","35.000000000000","14.000000000000","30.000000000000","07.500000000000","41.464285714286"
"460039","BEAR RIVER VALLEY HOSPITAL","905 NORTH 1000 WEST","Tremonton","UT","84337","BOX ELDER","48.333333333333","08.055555555556","84.000000000000","35.000000000000","Not Available","Not Available","20.000000000000","08.333333333333","51.388888888889"
"460044","ALTA VIEW HOSPITAL","9660 SOUTH 1300 EAST","Sandy","UT","84094","SALT LAKE","68.571428571429","06.857142857143","34.000000000000","08.500000000000","42.500000000000","17.000000000000","00.000000000000","00.000000000000","32.357142857143"
"490004","SENTARA RMH MEDICAL CENTER","2010 HEALTH CAMPUS DRIVE","Harrisonburg","VA","22801","HARRISONBURG CITY","84.285714285714","08.428571428571","26.000000000000","06.500000000000","61.428571428571","24.571428571429","20.000000000000","05.000000000000","44.500000000000"
