State,S_HBIPS-2_Measure_Description,S_HBIPS-2_Overall_Rate_Per_1000,S_HBIPS-2_Overall_Num,S_HBIPS-2_Overall_Den,S_HBIPS-2_1-12_Rate_Per_1000,S_HBIPS-2_1-12_Num,S_HBIPS-2_1-12_Den,S_HBIPS-2_13-17_Rate_Per_1000,S_HBIPS-2_13-17_Num,S_HBIPS-2_13-17_Den,S_HBIPS-2_18-64_Rate_Per_1000,S_HBIPS-2_18-64_Num,S_HBIPS-2_18-64_Den,S_HBIPS-2_65_Over_Rate_Per_1000,S_HBIPS-2_65_Over_Num,S_HBIPS-2_65_Over_Den,S_HBIPS-3_Measure_Description,S_HBIPS-3_Overall_Rate_Per_1000,S_HBIPS-3_Overall_Num,S_HBIPS-3_Overall_Den,S_HBIPS-3_1-12_Rate_Per_1000,S_HBIPS-3_1-12_Num,S_HBIPS-3_1-12_Den,S_HBIPS-3_13-17_Rate_Per_1000,S_HBIPS-3_13-17_Num,S_HBIPS-3_13-17_Den,S_HBIPS-3_18-64_Rate_Per_1000,S_HBIPS-3_18-64_Num,S_HBIPS-3_18-64_Den,S_HBIPS-3_65_Over_Rate_Per_1000,S_HBIPS-3_65_Over_Num,S_HBIPS-3_65_Over_Den,S_HBIPS-4_Measure_Description,S_HBIPS-4_Overall_%_of_Total,S_HBIPS-4_Overall_Num,S_HBIPS-4_Overall_Den,S_HBIPS-4_1-12_%_of_Total,S_HBIPS-4_1-12_Num,S_HBIPS-4_1-12_Den,S_HBIPS-4_13-17_%_of_Total,S_HBIPS-4_13-17_Num,S_HBIPS-4_13-17_Den,S_HBIPS-4_18-64_%_of_Total,S_HBIPS-4_18-64_Num,S_HBIPS-4_18-64_Den,S_HBIPS-4_65_Over_%_of_Total,S_HBIPS-4_65_Over_Num,S_HBIPS-4_65_Over_Den,S_HBIPS-5_Measure_Description,S_HBIPS-5_%_of_Total,S_HBIPS-5_Overall_Num,S_HBIPS-5_Overall_Den,S_HBIPS-5_1-12_%_of_Total,S_HBIPS-5_1-12_Num,S_HBIPS-5_1-12_Den,S_HBIPS-5_13-17_%_of_Total,S_HBIPS-5_13-17_Num,S_HBIPS-5_13-17_Den,S_HBIPS-5_18-64_%_of_Total,S_HBIPS-5_18-64_Num,S_HBIPS-5_18-64_Den,S_HBIPS-5_65_%_of_Total,S_HBIPS-5_65_Over_Num,S_HBIPS-5_65_Over_Den,S_HBIPS-6_Measure_Description,S_HBIPS-6_%_of_Total,S_HBIPS-6_Overall_Num,S_HBIPS-6_Overall_Den,S_HBIPS-6_1-12_%_of_Total,S_HBIPS-6_1-12_Num,S_HBIPS-6_1-12_Den,S_HBIPS-6_13-17_%_of_Total,S_HBIPS-6_13-17_Num,S_HBIPS-6_13-17_Den,S_HBIPS-6_18-64_%_of_Total,S_HBIPS-6_18-64_Num,S_HBIPS-6_18-64_Den,S_HBIPS-6_65_%_of_Total,S_HBIPS-6_65_Over_Num,S_HBIPS-6_65_Over_Den,S_HBIPS-7_Measure_Description,S_HBIPS-7_Overall_%_of_Total,S_HBIPS-7_Overall_Num,S_HBIPS-7_Overall_Den,S_HBIPS-7_1-12_%_of_Total,S_HBIPS-7_1-12_Num,S_HBIPS-7_1-12_Den,S_HBIPS-7_13-17_%_of_Total,S_HBIPS-7_13-17_Num,S_HBIPS-7_13-17_Den,S_HBIPS-7_18-64_%_of_Total,S_HBIPS-7_18-64_Num,S_HBIPS-7_18-64_Den,S_HBIPS-7_65_%_of_Total,S_HBIPS-7_65_Over_Num,S_HBIPS-7_65_Over_Den,S_SUB-1_Measure_Description,S_SUB-1_%,S_SUB-1_Numerator,S_SUB-1_Denominator,S_PEoC_Measure_Description,S_PEoC_Yes_Count,S_PEoC_No_Count,S_PEoC_Yes_%,S_PEoC_No_%,S_EHR_Use_Measure_Description,S_EHR_Paper_Count,S_EHR_Non-Certified_Count,S_EHR_Certified_Count,S_EHR_Paper_%,S_EHR_Non-Certified_%,S_EHR_Certified_%,S_HIE_Measure_Description,S_HIE_Yes_Count,S_HIE_No_Count,S_HIE_Yes_%,S_HIE_No_%,Start_Date,End_Date,S_FUH_Measure_Description,S_FUH-30_%,S_FUH-30_Numerator,S_FUH-30_Denominator,S_FUH-7_%,S_FUH-7_Numerator,S_FUH-7_Denominator,S_FUH_Measure_Start_Date,S_FUH_Measure_End_Date
"TN","Hours of physical-restraint use","1.64","18143.15","461486","0.39","58.84","6360","0.08","47.17","25765","0.46","3379.3","309090","5.08","14657.84","120271","Hours of Seclusion","0.18","2012.44","461365","0.21","31.68","6360","0.04","21.98","25765","0.25","1849.23","308999","0.04","109.55","120241","Patients discharged on multiple antipsychotic medications","4.67","559","11960","1.04","3","289","1.46","5","342","5.31","364","6858","4.18","187","4471","Patients discharged on multiple antipsychotic medications with appropriate justification","52.06","278","534","66.67","2","3","60.00","3","5","55.76","184","330","45.41","89","196","Post-discharge continuing care plan created","91.31","16230","17775","95.69","489","511","95.22","876","920","91.71","9498","10356","89.63","5367","5988","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","85.90","15263","17768","77.69","397","511","84.78","780","920","86.89","8993","10350","85.07","5093","5987","Alcohol Use Screening","76.34","10034","13144","Assessment of Patient Experience of Care","27","19","58.70","41.30","Highest level typical use of an EHR system","27","3","16","58.70","6.52","34.78","Interoperable health information exchanged with HISP","13","33","28.26","71.74","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"DC","Hours of physical-restraint use","0.17","661.05","164112","0.22","10.08","1949","0.06","7.34","5103","0.07","208.83","130934","0.69","434.8","26126","Hours of Seclusion","0.09","348.91","164112","0.29","13.43","1949","0.10","12.75","5103","0.10","312.28","130934","0.02","10.45","26126","Patients discharged on multiple antipsychotic medications","12.77","273","2137","0.00","0","41","2.38","2","84","13.96","234","1676","11.01","37","336","Patients discharged on multiple antipsychotic medications with appropriate justification","36.05","84","233","0.00","0","0","0.00","0","2","38.78","76","196","22.86","8","35","Post-discharge continuing care plan created","70.22","2153","3066","99.44","176","177","97.46","230","236","68.27","1523","2231","53.08","224","422","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","27.50","843","3066","18.64","33","177","17.80","42","236","29.31","654","2231","27.01","114","422","Alcohol Use Screening","43.18","1025","2374","Assessment of Patient Experience of Care","4","3","57.14","42.86","Highest level typical use of an EHR system","5","0","2","71.43","0.00","28.57","Interoperable health information exchanged with HISP","1","6","14.29","85.71","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MD","Hours of physical-restraint use","0.33","3515.15","445955","0.11","31.31","12265","0.21","296.87","59829","0.40","3173.58","334369","0.01","13.39","39492","Hours of Seclusion","0.22","2227.86","429388","0.70","237.77","14053","0.33","328.2","41480","0.21","1657","334363","0.01","4.89","39492","Patients discharged on multiple antipsychotic medications","9.50","796","8381","3.14","18","574","4.68","80","1711","11.94","666","5579","6.19","32","517","Patients discharged on multiple antipsychotic medications with appropriate justification","53.60","402","750","44.44","8","18","16.00","12","75","58.37","366","627","53.33","16","30","Post-discharge continuing care plan created","93.89","12963","13806","95.25","1084","1138","93.81","3336","3556","94.34","7871","8343","87.39","672","769","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","91.71","12662","13806","92.79","1056","1138","92.27","3281","3556","92.01","7676","8343","84.40","649","769","Alcohol Use Screening","89.15","7018","7872","Assessment of Patient Experience of Care","4","3","57.14","42.86","Highest level typical use of an EHR system","6","0","1","85.71","0.00","14.29","Interoperable health information exchanged with HISP","1","6","14.29","85.71","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"UT","Hours of physical-restraint use","0.10","724.31","312754","0.13","31.79","9956","0.07","46.63","29642","0.11","517.4","200473","0.07","128.49","72683","Hours of Seclusion","0.36","2933.99","338257","2.70","683.87","10536","0.34","264.48","32819","0.37","1977.95","221607","0.00","7.69","73295","Patients discharged on multiple antipsychotic medications","8.06","359","4454","3.47","6","173","4.19","19","453","9.48","279","2942","6.21","55","886","Patients discharged on multiple antipsychotic medications with appropriate justification","55.52","176","317","66.67","4","6","55.56","10","18","57.20","143","250","44.19","19","43","Post-discharge continuing care plan created","76.99","6670","8663","88.92","281","316","86.06","790","918","72.75","4467","6140","87.82","1132","1289","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","79.16","6024","7610","79.11","250","316","75.27","691","918","79.67","4056","5091","79.92","1027","1285","Alcohol Use Screening","89.03","8806","9891","Assessment of Patient Experience of Care","14","4","77.78","22.22","Highest level typical use of an EHR system","12","0","6","66.67","0.00","33.33","Interoperable health information exchanged with HISP","4","14","22.22","77.78","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CO","Hours of physical-restraint use","0.41","3284.01","334200","0.80","74.88","3897","0.79","501.09","26441","0.41","2671.25","269183","0.04","36.79","34679","Hours of Seclusion","0.57","4468.24","324200","0.56","52.14","3897","0.07","42.19","26441","0.67","4196.37","259183","0.21","177.54","34679","Patients discharged on multiple antipsychotic medications","12.61","687","5450","5.56","14","252","6.39","49","767","15.41","547","3550","8.74","77","881","Patients discharged on multiple antipsychotic medications with appropriate justification","57.05","336","589","38.46","5","13","58.14","25","43","59.61","276","463","42.86","30","70","Post-discharge continuing care plan created","91.85","7999","8709","88.82","461","519","94.08","1430","1520","93.51","5018","5366","83.59","1090","1304","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","81.02","7061","8715","83.04","431","519","87.04","1323","1520","82.02","4406","5372","69.10","901","1304","Alcohol Use Screening","64.24","3136","4882","Assessment of Patient Experience of Care","10","6","62.50","37.50","Highest level typical use of an EHR system","12","1","3","75.00","6.25","18.75","Interoperable health information exchanged with HISP","2","14","12.50","87.50","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"IL","Hours of physical-restraint use","0.27","7545.11","1152852","0.26","291.28","47012","0.15","474.89","133806","0.32","5719.72","748197","0.20","1059.22","223837","Hours of Seclusion","0.08","2306.05","1152837","0.30","343.13","47003","0.12","373.59","133800","0.08","1452.87","748197","0.03","136.46","223837","Patients discharged on multiple antipsychotic medications","7.49","1402","18722","1.46","18","1235","2.80","49","1748","8.20","930","11340","9.21","405","4399","Patients discharged on multiple antipsychotic medications with appropriate justification","42.91","554","1291","50.00","9","18","61.90","26","42","42.84","362","845","40.67","157","386","Post-discharge continuing care plan created","86.19","25690","29806","96.17","2333","2426","94.38","3811","4038","85.09","14583","17139","80.01","4963","6203","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","80.57","23993","29780","89.64","2171","2422","88.76","3570","4022","79.68","13651","17133","74.17","4601","6203","Alcohol Use Screening","80.23","20516","25573","Assessment of Patient Experience of Care","51","13","79.69","20.31","Highest level typical use of an EHR system","37","1","26","57.81","1.56","40.63","Interoperable health information exchanged with HISP","20","44","31.25","68.75","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"NC","Hours of physical-restraint use","0.57","24698.66","1816006","0.41","240.13","24677","0.32","620.05","80394","0.20","3834.02","817340","0.93","20004.46","893595","Hours of Seclusion","0.11","3473.03","1354132","0.56","332.55","24677","0.17","335.6","80403","0.18","2750.49","654869","0.00","54.39","594183","Patients discharged on multiple antipsychotic medications","4.96","1405","28332","0.40","9","2234","0.19","19","9775","8.62","1170","13567","7.51","207","2756","Patients discharged on multiple antipsychotic medications with appropriate justification","63.53","824","1297","0.00","0","9","63.16","12","19","63.95","683","1068","64.18","129","201","Post-discharge continuing care plan created","93.39","31282","33497","94.58","1744","1844","96.49","4040","4187","92.93","21614","23258","92.30","3884","4208","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","85.45","28678","33562","85.82","1634","1904","90.95","3809","4188","84.24","19596","23262","86.48","3639","4208","Alcohol Use Screening","69.65","15926","22865","Assessment of Patient Experience of Care","36","8","81.82","18.18","Highest level typical use of an EHR system","24","1","19","54.55","2.27","43.18","Interoperable health information exchanged with HISP","15","29","34.09","65.91","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"PA","Hours of physical-restraint use","0.48","20108.7","1741815","0.26","301.19","48685","0.19","579.31","126940","0.29","9422.99","1332872","1.75","9805.21","233318","Hours of Seclusion","0.21","9256.74","1825337","0.28","332.55","48680","0.14","424.11","126920","0.24","8132.04","1412855","0.06","368.04","236882","Patients discharged on multiple antipsychotic medications","5.36","2492","46474","0.48","6","1250","0.65","26","4022","6.48","2021","31187","4.38","439","10015","Patients discharged on multiple antipsychotic medications with appropriate justification","29.32","1224","4175","60.00","3","5","56.00","14","25","44.87","1020","2273","9.99","187","1872","Post-discharge continuing care plan created","66.80","41944","62795","98.46","2114","2147","64.28","4212","6553","64.82","27673","42693","69.68","7945","11402","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","61.71","38629","62602","92.22","1980","2147","60.22","3946","6553","59.50","25283","42492","65.03","7420","11410","Alcohol Use Screening","74.27","28092","37823","Assessment of Patient Experience of Care","61","25","70.93","29.07","Highest level typical use of an EHR system","58","1","27","67.44","1.16","31.40","Interoperable health information exchanged with HISP","25","61","29.07","70.93","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"OR","Hours of physical-restraint use","0.25","795.9","133006","1.45","19.92","574","0.30","30.91","4315","0.24","629.19","107312","0.23","115.88","20805","Hours of Seclusion","1.97","6302.16","133006","4.23","58.26","574","1.34","138.46","4315","2.22","5730.26","107312","0.75","375.18","20805","Patients discharged on multiple antipsychotic medications","13.65","402","2945","12.00","3","25","7.46","5","67","15.82","343","2168","7.45","51","685","Patients discharged on multiple antipsychotic medications with appropriate justification","67.33","237","352","100.00","2","2","100.00","5","5","68.58","203","296","55.10","27","49","Post-discharge continuing care plan created","78.26","3769","4816","48.48","32","66","49.16","88","179","77.39","2717","3511","87.92","932","1060","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","65.28","3144","4816","21.21","14","66","23.46","42","179","63.97","2246","3511","79.43","842","1060","Alcohol Use Screening","71.80","3373","4698","Assessment of Patient Experience of Care","8","5","61.54","38.46","Highest level typical use of an EHR system","7","1","5","53.85","7.69","38.46","Interoperable health information exchanged with HISP","5","8","38.46","61.54","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"ME","Hours of physical-restraint use","0.22","474.64","88375","0.59","202.66","14257","0.45","142.28","13176","0.09","113.59","51282","0.07","16.11","9660","Hours of Seclusion","0.48","949.23","82222","1.15","223.44","8101","0.64","201.04","13179","0.39","483.11","51282","0.18","41.64","9660","Patients discharged on multiple antipsychotic medications","4.93","79","1604","0.00","0","175","1.86","3","161","7.04","66","938","3.03","10","330","Patients discharged on multiple antipsychotic medications with appropriate justification","63.64","49","77","100.00","1","1","66.67","2","3","65.08","41","63","50.00","5","10","Post-discharge continuing care plan created","96.36","2726","2829","97.01","357","368","95.29","405","425","96.47","1475","1529","96.45","489","507","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","93.39","2642","2829","94.29","347","368","92.00","391","425","93.33","1427","1529","94.08","477","507","Alcohol Use Screening","70.80","1639","2315","Assessment of Patient Experience of Care","5","2","71.43","28.57","Highest level typical use of an EHR system","3","0","4","42.86","0.00","57.14","Interoperable health information exchanged with HISP","2","5","28.57","71.43","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"AL","Hours of physical-restraint use","0.32","3349.23","439770","0.62","157.57","10660","0.86","549.89","26738","0.36","2178.38","250436","0.13","463.39","151936","Hours of Seclusion","0.16","1729.81","440060","0.12","31.12","10660","0.18","115.94","26738","0.23","1407.32","250405","0.05","175.43","152257","Patients discharged on multiple antipsychotic medications","10.55","1425","13505","5.19","27","520","2.22","29","1306","13.95","904","6479","8.94","465","5200","Patients discharged on multiple antipsychotic medications with appropriate justification","24.75","745","3010","1.30","4","307","1.18","9","760","38.92","527","1354","34.80","205","589","Post-discharge continuing care plan created","81.30","14961","18403","84.33","694","823","85.19","1737","2039","82.63","7144","8646","78.11","5386","6895","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","76.86","14143","18400","83.23","685","823","80.38","1639","2039","78.34","6773","8646","73.22","5046","6892","Alcohol Use Screening","82.19","10737","13064","Assessment of Patient Experience of Care","22","23","48.89","51.11","Highest level typical use of an EHR system","32","0","13","71.11","0.00","28.89","Interoperable health information exchanged with HISP","12","33","26.67","73.33","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"AK","Hours of physical-restraint use","0.32","409.65","54043","0.17","46.2","11414","0.46","219.51","19752","0.29","135.61","19609","0.11","8.33","3268","Hours of Seclusion","1.08","1399.42","54043","1.38","377.53","11414","0.63","296.8","19752","1.54","724.24","19609","0.01",".85","3268","Patients discharged on multiple antipsychotic medications","6.46","84","1300","0.73","1","137","1.21","3","248","9.11","80","878","0.00","0","37","Patients discharged on multiple antipsychotic medications with appropriate justification","52.78","38","72","100.00","1","1","66.67","2","3","51.47","35","68","0.00","0","0","Post-discharge continuing care plan created","92.85","2219","2390","98.40","246","250","97.29","502","516","90.69","1412","1557","88.06","59","67","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","86.03","2056","2390","96.40","241","250","95.93","495","516","81.44","1268","1557","77.61","52","67","Alcohol Use Screening","10.65","139","1305","Assessment of Patient Experience of Care","3","0","100.00","0.00","Highest level typical use of an EHR system","3","0","0","100.00","0.00","0.00","Interoperable health information exchanged with HISP","0","3","0.00","100.00","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"CT","Hours of physical-restraint use","0.89","10884.15","512165","0.28","44.8","6660","0.27","169.97","25835","0.65","6453.1","415630","2.74","4216.28","64040","Hours of Seclusion","0.18","1841.42","416647","1.08","172.98","6660","0.07","40.05","23871","0.18","1436.13","327186","0.14","192.26","58930","Patients discharged on multiple antipsychotic medications","8.58","842","9818","1.68","4","238","1.79","16","894","10.96","730","6662","4.55","92","2024","Patients discharged on multiple antipsychotic medications with appropriate justification","56.76","428","754","75.00","3","4","68.75","11","16","57.49","376","654","47.50","38","80","Post-discharge continuing care plan created","87.02","12279","14111","91.14","319","350","87.96","1424","1619","88.32","8768","9927","79.82","1768","2215","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","81.76","11537","14111","85.14","298","350","79.43","1286","1619","83.44","8283","9927","75.40","1670","2215","Alcohol Use Screening","85.16","12628","14828","Assessment of Patient Experience of Care","21","9","70.00","30.00","Highest level typical use of an EHR system","18","2","10","60.00","6.67","33.33","Interoperable health information exchanged with HISP","14","16","46.67","53.33","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"OH","Hours of physical-restraint use","0.69","15981.97","966783","2.86","565.37","8237","0.09","63.85","30936","0.40","7633.57","803242","2.59","7719.18","124368","Hours of Seclusion","0.42","9782.17","970171","0.96","189.1","8237","0.32","241.59","31031","0.47","9094.63","803404","0.08","256.85","127499","Patients discharged on multiple antipsychotic medications","15.20","3888","25575","8.37","63","753","49.39","929","1881","14.11","2409","17072","8.30","487","5869","Patients discharged on multiple antipsychotic medications with appropriate justification","68.45","2610","3813","95.24","60","63","99.39","979","985","63.19","1375","2176","33.28","196","589","Post-discharge continuing care plan created","88.72","33363","37606","86.99","889","1022","93.70","2514","2683","90.47","23001","25425","82.10","6959","8476","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","84.20","31662","37603","80.33","821","1022","89.36","2394","2679","85.56","21756","25428","78.96","6691","8474","Alcohol Use Screening","81.19","22857","28151","Assessment of Patient Experience of Care","60","8","88.24","11.76","Highest level typical use of an EHR system","45","1","22","66.18","1.47","32.35","Interoperable health information exchanged with HISP","24","44","35.29","64.71","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"NJ","Hours of physical-restraint use","0.23","5514.47","992263","0.34","63.44","7887","0.17","172.82","42491","0.27","5201.43","813047","0.02","76.78","128838","Hours of Seclusion","0.06","1459.7","987352","0.53","100.39","7887","0.16","158.32","42491","0.06","1181.45","809642","0.01","19.54","127332","Patients discharged on multiple antipsychotic medications","12.75","1615","12667","1.37","7","511","1.59","15","945","13.42","1168","8706","16.97","425","2505","Patients discharged on multiple antipsychotic medications with appropriate justification","64.26","1014","1578","28.57","2","7","46.67","7","15","58.31","663","1137","81.62","342","419","Post-discharge continuing care plan created","90.07","17832","19797","95.32","978","1026","96.49","2117","2194","88.62","11362","12821","89.86","3375","3756","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","85.45","16916","19797","88.69","910","1026","89.93","1973","2194","84.27","10804","12821","85.97","3229","3756","Alcohol Use Screening","79.37","13003","16382","Assessment of Patient Experience of Care","36","8","81.82","18.18","Highest level typical use of an EHR system","29","0","15","65.91","0.00","34.09","Interoperable health information exchanged with HISP","14","30","31.82","68.18","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MT","Hours of physical-restraint use","0.15","223.14","63842","0.26","15.65","2505","0.12","13.86","4976","0.17","192.36","47143","0.01","1.27","9218","Hours of Seclusion","0.36","558.42","63842","0.95","57.06","2505","0.13","15.34","4976","0.42","477.57","47143","0.04","8.45","9218","Patients discharged on multiple antipsychotic medications","10.87","148","1362","5.75","10","174","5.08","15","295","16.14","113","700","5.18","10","193","Patients discharged on multiple antipsychotic medications with appropriate justification","48.12","64","133","100.00","10","10","86.67","13","15","37.25","38","102","50.00","3","6","Post-discharge continuing care plan created","81.41","1669","2050","90.68","214","236","84.64","441","521","80.25","837","1043","70.80","177","250","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","71.71","1470","2050","77.12","182","236","75.62","394","521","72.58","757","1043","54.80","137","250","Alcohol Use Screening","82.14","1283","1562","Assessment of Patient Experience of Care","5","0","100.00","0.00","Highest level typical use of an EHR system","3","0","2","60.00","0.00","40.00","Interoperable health information exchanged with HISP","2","3","40.00","60.00","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"NH","Hours of physical-restraint use","2.44","10230.1","174962","0.07","18.44","10519","0.53","335.06","26432","0.37","1016.33","113775","15.23","8860.27","24236","Hours of Seclusion","0.71","2988.56","174602","1.16","293.74","10519","0.48","300.73","26072","0.82","2248.37","113775","0.25","145.72","24236","Patients discharged on multiple antipsychotic medications","7.23","230","3179","2.55","4","157","2.77","14","505","9.11","199","2185","3.92","13","332","Patients discharged on multiple antipsychotic medications with appropriate justification","61.43","129","210","0.00","0","4","28.57","4","14","63.33","114","180","91.67","11","12","Post-discharge continuing care plan created","94.59","5510","5825","99.68","310","311","99.83","1163","1165","93.48","3398","3635","89.50","639","714","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","91.83","5349","5825","97.75","304","311","97.42","1135","1165","90.70","3297","3635","85.85","613","714","Alcohol Use Screening","52.06","2251","4324","Assessment of Patient Experience of Care","6","5","54.55","45.45","Highest level typical use of an EHR system","8","0","3","72.73","0.00","27.27","Interoperable health information exchanged with HISP","2","9","18.18","81.82","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"MS","Hours of physical-restraint use","0.06","422.16","291076","0.05","14.61","12560","0.06","44.23","29861","0.07","308.03","173611","0.03","55.29","75044","Hours of Seclusion","0.11","796.48","292425","0.12","36.72","12560","0.09","64.58","29861","0.17","689.25","173951","0.00","5.93","76053","Patients discharged on multiple antipsychotic medications","17.83","1422","7977","0.34","1","298","0.90","4","445","22.19","863","3890","16.57","554","3344","Patients discharged on multiple antipsychotic medications with appropriate justification","41.69","637","1528","0.00","0","0","25.00","1","4","35.57","302","849","49.48","334","675","Post-discharge continuing care plan created","88.44","10370","11726","96.26","540","561","96.36","874","907","87.49","4973","5684","87.08","3983","4574","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","82.06","9671","11785","87.34","490","561","81.48","739","907","80.57","4583","5688","83.37","3859","4629","Alcohol Use Screening","76.55","6645","8681","Assessment of Patient Experience of Care","22","18","55.00","45.00","Highest level typical use of an EHR system","27","2","11","67.50","5.00","27.50","Interoperable health information exchanged with HISP","13","27","32.50","67.50","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
"GA","Hours of physical-restraint use","0.21","2807.59","565795","0.16","39.89","10194","0.15","142.71","40613","0.17","1784.09","430887","0.42","840.9","84101","Hours of Seclusion","0.09","1173.74","565861","0.24","59.09","10194","0.05","49.2","40615","0.09","930.98","430957","0.07","134.47","84095","Patients discharged on multiple antipsychotic medications","8.81","1719","19501","2.00","14","699","1.85","22","1186","12.40","1381","11135","4.66","302","6481","Patients discharged on multiple antipsychotic medications with appropriate justification","20.14","977","4852","64.29","9","14","78.95","15","19","37.44","680","1816","9.09","273","3003","Post-discharge continuing care plan created","83.40","22034","26420","95.60","1218","1274","96.14","2689","2797","91.46","13891","15188","59.15","4236","7161","Post-discharge continuing care plan transmitted to the next level of care provider upon discharge","73.99","19501","26358","88.07","1122","1274","90.20","2523","2797","81.19","12280","15125","49.93","3576","7162","Alcohol Use Screening","64.20","12587","19606","Assessment of Patient Experience of Care","29","9","76.32","23.68","Highest level typical use of an EHR system","24","1","13","63.16","2.63","34.21","Interoperable health information exchanged with HISP","10","28","26.32","73.68","01/01/2014","12/31/2014","Percent of patients receiving follow-up care within 30 days (FUH-30) or within 7 days (FUH-7) after hospitalization for mental illness","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available","Not Available"
