Provider_ID,Hospital_Name,Measure_ID,Gastrointestinal,Eye,Nervous System,Musculoskeletal,Skin,Genitourinary,Cardiovascular,Respiratory,Other,Footnote,Start_Date,End_Date
"151307","ST. VINCENT WILLIAMSPORT HOSPITAL, INC.","OP-26","38","0","0","142","4","73","0","0","143","","01/01/2014","12/31/2014"
"151308","ST VINCENT MERCY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"151309","ST. VINCENT CLAY HOSPITAL INC","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"151310","PARKVIEW WABASH HOSPITAL, INC","OP-26","925","0","385","16","130","35","12","2","1","","01/01/2014","12/31/2014"
"151311","INDIANA UNIVERSITY HEALTH TIPTON HOSPITAL INC","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"151312","INDIANA UNIVERSITY HEALTH WHITE MEMORIAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"151313","WOODLAWN HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"151314","ST VINCENT SALEM HOSPITAL INC","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"151315","CAMERON MEMORIAL COMMUNITY HOSPITAL INC","OP-26","1057","163","395","157","55","12","29","0","18","","01/01/2014","12/31/2014"
"151316","ST VINCENT FRANKFORT HOSPITAL INC","OP-26","408","0","0","70","55","128","0","0","146","","01/01/2014","12/31/2014"
"151317","GREENE COUNTY GENERAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"151318","DUKES MEMORIAL HOSPITAL","OP-26","484","0","10","40","7","28","12","0","1","","01/01/2014","12/31/2014"
"151319","GIBSON GENERAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"151320","JAY COUNTY HOSPITAL","OP-26","587","0","0","21","61","58","0","0","184","","01/01/2014","12/31/2014"
"151322","PERRY COUNTY MEMORIAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"151323","PARKVIEW LAGRANGE HOSPITAL","OP-26","593","58","15","106","2","9","14","2","3","","01/01/2014","12/31/2014"
"151324","JASPER COUNTY HOSPITAL","OP-26","851","82","335","58","45","40","29","1","4","","01/01/2014","12/31/2014"
"151325","ST. MARY'S WARRICK HOSPITAL INC","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"151326","UNION HOSPITAL CLINTON","OP-26","331","54","8","5","10","0","27","2","6","","01/01/2014","12/31/2014"
"151327","SULLIVAN COUNTY COMMUNITY HOSPITAL","OP-26","347","42","87","6","11","0","15","0","4","","01/01/2014","12/31/2014"
"151328","INDIANA UNIVERSITY HEALTH BEDFORD HOSPITAL","OP-26","871","26","74","310","390","10","48","4","8","","01/01/2014","12/31/2014"
"151329","MARGARET MARY COMMUNITY HOSPITAL INC","OP-26","1803","405","107","227","55","472","60","1","21","","01/01/2014","12/31/2014"
"151330","ADAMS MEMORIAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"151331","HARRISON COUNTY HOSPITAL","OP-26","630","41","0","89","0","484","0","18","232","","01/01/2014","12/31/2014"
"151332","DECATUR COUNTY MEMORIAL HOSPITAL","OP-26","720","86","78","36","4","68","5","2","4","","01/01/2014","12/31/2014"
"151333","PUTNAM COUNTY HOSPITAL","OP-26","505","47","22","49","27","9","35","0","8","","01/01/2014","12/31/2014"
"151335","ST. VINCENT DUNN HOSPITAL INC","OP-26","870","213","6","74","112","188","7","16","407","","01/01/2014","12/31/2014"
"160001","CENTRAL IOWA HEALTHCARE","OP-26","1560","1123","319","139","40","63","27","0","15","","01/01/2014","12/31/2014"
"160005","ST ANTHONY REGIONAL HOSPITAL","OP-26","1162","382","83","162","54","34","47","2","16","","01/01/2014","12/31/2014"
"160008","KEOKUK AREA HOSPITAL","OP-26","481","281","62","37","13","76","21","1","1","","01/01/2014","12/31/2014"
"160013","UNITY HEALTHCARE DBA TRINITY MUSCATINE","OP-26","9","76","218","102","586","0","22","0","0","","01/01/2014","12/31/2014"
"160016","TRINITY REGIONAL MEDICAL CENTER","OP-26","3412","1279","254","195","112","83","2","78","60","","01/01/2014","12/31/2014"
"160024","IOWA LUTHERAN HOSPITAL","OP-26","1468","0","87","165","93","68","19","15","36","","01/01/2014","12/31/2014"
"160028","ALEGENT HEALTH MERCY HOSPITAL","OP-26","2656","172","481","259","4010","98","70","46","24","","01/01/2014","12/31/2014"
"160029","MERCY HOSPITAL","OP-26","5704","0","65","158","52","290","115","237","104","","01/01/2014","12/31/2014"
"160030","MARY GREELEY MEDICAL CENTER","OP-26","2901","1049","2334","1672","502","336","417","72","119","","01/01/2014","12/31/2014"
"160032","SKIFF MEDICAL CENTER","OP-26","640","219","114","185","80","9","18","0","15","","01/01/2014","12/31/2014"
"160033","GENESIS MEDICAL CENTER-DAVENPORT","OP-26","1252","274","1729","663","1123","195","1343","103","185","","01/01/2014","12/31/2014"
"160040","SARTORI MEMORIAL HOSPITAL, INC","OP-26","2215","762","630","608","12","12","38","2","8","","01/01/2014","12/31/2014"
"160045","ST LUKES HOSPITAL","OP-26","3988","0","139","675","168","649","177","104","122","","01/01/2014","12/31/2014"
"160047","METHODIST JENNIE EDMUNDSON","OP-26","1122","102","520","252","21","91","262","40","73","","01/01/2014","12/31/2014"
"160057","GREAT RIVER MEDICAL CENTER","OP-26","1113","126","735","579","1113","45","170","47","27","","01/01/2014","12/31/2014"
"160058","UNIVERSITY OF IOWA HOSPITAL & CLINICS","OP-26","8293","9215","2924","9321","21969","3837","1188","4898","247","","01/01/2014","12/31/2014"
"160064","MERCY MEDICAL CENTER-NORTH IOWA","OP-26","2936","0","830","355","181","213","443","322","123","","01/01/2014","12/31/2014"
"160067","COVENANT MEDICAL CENTER","OP-26","3421","395","3791","3864","5054","533","339","196","74","","01/01/2014","12/31/2014"
"160069","MERCY MEDICAL CENTER-DUBUQUE","OP-26","1361","184","13","73","62","215","40","16","46","","01/01/2014","12/31/2014"
"160079","MERCY MEDICAL CENTER - CEDAR RAPIDS","OP-26","4389","1407","4771","1876","4028","489","694","235","141","","01/01/2014","12/31/2014"
"160080","MERCY MEDICAL CENTER-CLINTON","OP-26","981","119","9","15","57","191","23","75","20","","01/01/2014","12/31/2014"
"160082","IOWA METHODIST MEDICAL CENTER","OP-26","2297","1031","63","304","135","591","238","300","231","","01/01/2014","12/31/2014"
"160083","MERCY MEDICAL CENTER-DES MOINES","OP-26","12768","161","3303","1696","689","596","1153","530","417","","01/01/2014","12/31/2014"
"160089","OTTUMWA REGIONAL HEALTH CENTER","OP-26","1671","354","743","399","553","76","176","5","18","","01/01/2014","12/31/2014"
"160101","BROADLAWNS MEDICAL CENTER","OP-26","1551","237","1325","1933","2328","58","60","49","10","","01/01/2014","12/31/2014"
"160104","TRINITY - BETTENDORF","OP-26","269","0","813","979","3842","39","188","0","37","","01/01/2014","12/31/2014"
"160110","ALLEN HOSPITAL","OP-26","7816","2002","4661","2056","2631","224","925","208","150","","01/01/2014","12/31/2014"
"160112","SPENCER MUNICIPAL HOSPITAL","OP-26","762","435","542","508","84","221","0","0","44","","01/01/2014","12/31/2014"
"160117","FINLEY HOSPITAL","OP-26","217","1142","164","644","21","198","90","1","43","","01/01/2014","12/31/2014"
"160122","FORT MADISON COMMUNITY HOSPITAL","OP-26","531","404","379","268","142","179","12","7","8","","01/01/2014","12/31/2014"
"160124","LAKES REGIONAL HEALTHCARE","OP-26","817","198","218","429","268","23","198","6","58","","01/01/2014","12/31/2014"
"160146","ST LUKES REGIONAL MEDICAL CENTER","OP-26","174","0","114","276","182","54","99","252","40","","01/01/2014","12/31/2014"
"160147","GRINNELL REGIONAL MEDICAL CENTER","OP-26","1025","37","503","99","42","91","19","2","17","","01/01/2014","12/31/2014"
"160153","MERCY MEDICAL CENTER-SIOUX CITY","OP-26","3096","0","961","720","1137","251","278","0","35","","01/01/2014","12/31/2014"
"161300","BAUM HARMON MERCY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161301","IOWA SPECIALTY HOSPITAL - BELMOND","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161302","IOWA SPECIALTY HOSPITAL-CLARION","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161303","GRUNDY COUNTY MEMORIAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161304","CHI HEALTH  - MERCY CORNING","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161305","POCAHONTAS COMMUNITY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161306","JONES REGIONAL MEDICAL CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161307","HANCOCK COUNTY HEALTH SYSTEM","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161310","ADAIR COUNTY MEMORIAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161311","HAWARDEN REGIONAL HEALTHCARE","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161313","GENESIS MEDICAL CENTER-DEWITT","OP-26","56","443","8","3","0","0","0","0","0","","01/01/2014","12/31/2014"
"161314","GUTHRIE COUNTY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161315","KEOKUK COUNTY HEALTH CENTER","OP-26","0","0","0","0","0","0","0","0","0","","01/01/2014","12/31/2014"
"161316","GUNDERSEN PALMER LUTHERAN HOSPITAL AND CLINICS","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161317","MARENGO MEMORIAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161319","CENTRAL COMMUNITY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161320","COMMUNITY MEMORIAL HOSPITAL MEDICAL CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161321","SANFORD ROCK RAPIDS MEDICAL CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161322","DALLAS COUNTY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161324","GEORGE C GRAPE COMMUNITY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161325","GREENE COUNTY MEDICAL CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161327","DAVIS COUNTY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161329","JACKSON COUNTY REGIONAL HEALTH CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161330","AUDUBON COUNTY MEMORIAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161331","MERCY MEDICAL CENTER-NEW HAMPTON","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161332","MANNING REGIONAL HEALTHCARE CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161334","HUMBOLDT COUNTY MEMORIAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161335","BUCHANAN COUNTY HEALTH CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161336","HEGG MEMORIAL HEALTH CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161337","VAN BUREN COUNTY HOSPITAL - ACUTE","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161338","MERCY HOSPITAL OF FRANCISCAN SISTERS-OELWEIN","OP-26","0","0","0","0","1","15","75","0","0","","01/01/2014","12/31/2014"
"161339","WAVERLY HEALTH CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161341","LUCAS COUNTY HEALTH CENTER","OP-26","81","181","62","9","5","0","2","0","6","","01/01/2014","12/31/2014"
"161342","MONROE COUNTY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161343","REGIONAL MEDICAL CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161344","WASHINGTON COUNTY HOSPITAL & CLINICS","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161345","OSCEOLA COMMUNITY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161346","SIOUX CENTER HEALTH","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161347","FLOYD COUNTY MEDICAL CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161350","STEWART MEMORIAL COMMUNITY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161351","AVERA HOLY FAMILY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161352","CLARINDA REGIONAL HEALTH CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161353","KOSSUTH REGIONAL HEALTH CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161354","HORN MEMORIAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161355","KNOXVILLE HOSPITAL & CLINICS","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161356","HENRY COUNTY HEALTH CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161358","WAYNE COUNTY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161359","BURGESS HEALTH CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161360","ORANGE CITY AREA HEALTH SYSTEM","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161361","VAN DIEST MEDICAL CENTER","OP-26","542","195","0","43","1","3","0","0","149","","01/01/2014","12/31/2014"
"161364","JEFFERSON COUNTY HEALTH CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161365","GREATER REGIONAL MEDICAL CENTER","OP-26","753","276","57","230","54","79","42","0","224","","01/01/2014","12/31/2014"
"161366","SHENANDOAH MEDICAL CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161367","PELLA REGIONAL HEALTH CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161369","CRAWFORD COUNTY MEMORIAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161370","LORING HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161371","WINNESHIEK MEDICAL CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161372","BOONE COUNTY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161373","RINGGOLD COUNTY HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161374","MYRTUE MEDICAL CENTER","OP-26","824","104","135","211","36","85","9","0","5","","01/01/2014","12/31/2014"
"161375","BUENA VISTA REGIONAL MEDICAL CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161376","CASS COUNTY MEMORIAL HOSPITAL","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161379","MAHASKA  HEALTH PARTNERSHIP","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"161381","SANFORD SHELDON MEDICAL CENTER","OP-26","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","Not Available(5)","","01/01/2014","12/31/2014"
"170006","VIA CHRISTI HOSPITAL PITTSBURG INC","OP-26","1445","0","51","120","88","102","95","63","18","","01/01/2014","12/31/2014"
"170009","SAINT JOHN HOSPITAL","OP-26","158","57","0","0","239","93","3","0","1","","01/01/2014","12/31/2014"
"170012","SALINA REGIONAL HEALTH CENTER","OP-26","2064","187","684","417","2071","396","342","121","122","","01/01/2014","12/31/2014"
"170013","HAYS MEDICAL CENTER","OP-26","1666","188","893","762","871","778","316","0","188","","01/01/2014","12/31/2014"
"170014","RANSOM MEMORIAL HOSPITAL","OP-26","721","481","48","46","35","201","28","9","8","","01/01/2014","12/31/2014"
"170016","ST FRANCIS HEALTH CENTER","OP-26","1501","41","4271","583","1064","777","2569","167","136","","01/01/2014","12/31/2014"
"170017","SUSAN B ALLEN MEMORIAL HOSPITAL","OP-26","976","385","865","166","50","42","65","0","6","","01/01/2014","12/31/2014"
"170020","HUTCHINSON REGIONAL MEDICAL CENTER INC","OP-26","125","0","67","130","16","117","89","29","7","","01/01/2014","12/31/2014"
"170023","ST CATHERINE HOSPITAL","OP-26","2290","57","462","310","283","1210","667","22","2041","","01/01/2014","12/31/2014"
"170027","PRATT REGIONAL MEDICAL CENTER","OP-26","1149","228","410","229","15","40","25","1","15","","01/01/2014","12/31/2014"
"170039","SUMNER REGIONAL MEDICAL CENTER","OP-26","256","0","2","3","0","0","4","0","2","","01/01/2014","12/31/2014"
"170040","UNIVERSITY OF KANSAS HOSPITAL","OP-26","8908","336","10854","5111","817","1668","6423","991","801","","01/01/2014","12/31/2014"
"170049","OLATHE MEDICAL CENTER","OP-26","5263","605","2628","2031","4144","461","751","102","42","","01/01/2014","12/31/2014"
"170058","MERCY HOSPITAL-FORT SCOTT","OP-26","1256","0","1672","188","74","29","46","3","13","","01/01/2014","12/31/2014"
"170068","SOUTHWEST MEDICAL CENTER","OP-26","562","106","0","56","78","22","27","0","5","","01/01/2014","12/31/2014"
"170074","GEARY COMMUNITY HOSPITAL","OP-26","409","99","118","53","7","55","25","0","10","","01/01/2014","12/31/2014"
"170075","MERCY HOSPITAL","OP-26","0","0","0","0","48","0","0","0","0","","01/01/2014","12/31/2014"
"170086","STORMONT-VAIL HEALTHCARE","OP-26","850","737","4040","1252","399","805","263","382","100","","01/01/2014","12/31/2014"
"170094","COFFEY COUNTY HOSPITAL","OP-26","346","68","13","38","2","18","1","0","0","","01/01/2014","12/31/2014"
"170103","NEWTON MEDICAL CENTER","OP-26","1328","91","242","474","984","319","135","6","33","","01/01/2014","12/31/2014"
"170104","SHAWNEE MISSION MEDICAL CENTER","OP-26","420","2","3104","1614","5082","525","649","83","30","","01/01/2014","12/31/2014"
"170105","MCPHERSON HOSPITAL","OP-26","1708","341","118","368","1267","79","252","14","43","","01/01/2014","12/31/2014"
"170109","MIAMI COUNTY MEDICAL CENTER","OP-26","340","54","541","190","11","3","41","0","0","","01/01/2014","12/31/2014"
"170110","BOB WILSON MEMORIAL GRANT COUNTY HOSPITAL","OP-26","30","0","0","1","2","3","1","0","4","","01/01/2014","12/31/2014"
"170120","LABETTE HEALTH","OP-26","963","226","147","296","69","279","75","5","12","","01/01/2014","12/31/2014"
"170122","VIA CHRISTI HOSPITAL-WICHITA","OP-26","1856","0","40","314","124","585","410","147","106","","01/01/2014","12/31/2014"
"170123","WESLEY MEDICAL CENTER","OP-26","4219","37","473","2739","4008","479","336","337","85","","01/01/2014","12/31/2014"
"170133","SAINT LUKE'S CUSHING HOSPITAL","OP-26","766","436","1901","201","40","4","1","0","0","","01/01/2014","12/31/2014"
"170137","LAWRENCE MEMORIAL HOSPITAL","OP-26","5585","611","2232","800","1847","518","415","178","120","","01/01/2014","12/31/2014"
"170142","MERCY REGIONAL HEALTH CENTER","OP-26","1216","9","356","434","145","356","298","843","92","","01/01/2014","12/31/2014"
"170145","COFFEYVILLE REGIONAL MEDICAL CENTER","OP-26","356","132","368","333","240","120","57","7","2","","01/01/2014","12/31/2014"
"170146","PROVIDENCE MEDICAL CENTER","OP-26","1129","6","1036","0","1007","69","89","0","11","","01/01/2014","12/31/2014"
